"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2018","IS","Iceland",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2018","LT","Lithuania",15.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2018","UK","United Kingdom",526.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","AT","Austria",56.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","BE","Belgium",317.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","CY","Cyprus",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","EE","Estonia",9.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","FR","France",30.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","IS","Iceland",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","LT","Lithuania",4.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","LU","Luxembourg",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2019","UK","United Kingdom",499.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2020","AT","Austria",14.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2020","BE","Belgium",52.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2020","CY","Cyprus",0.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2020","EE","Estonia",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2021","AT","Austria",23.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2021","BE","Belgium",116.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2021","EE","Estonia",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2021","IT","Italy",3.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2021","LT","Lithuania",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2021","MT","Malta",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","AT","Austria",38.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","BE","Belgium",203.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","CY","Cyprus",0.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","EE","Estonia",4.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","FR","France",399.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","IT","Italy",6.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Ciprofloxacin","Total tested isolates","N","2022","LT","Lithuania",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","IE","Ireland",100.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","NO","Norway",81.538461530,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","RO","Romania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2017","UK","United Kingdom",80.733944950,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2018","AT","Austria",80.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2018","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2018","EE","Estonia",90.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2018","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2018","LT","Lithuania",62.500000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2018","UK","United Kingdom",91.164658630,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","AT","Austria",91.071428570,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","LU","Luxembourg",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2019","UK","United Kingdom",87.890625000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2020","AT","Austria",92.857142850,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2020","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2020","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2021","AT","Austria",91.304347820,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2021","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2021","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2021","MT","Malta",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2022","AT","Austria",97.368421050,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2022","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2022","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Clinically resistant (R) isolates percentage","%","2022","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","IE","Ireland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","NO","Norway",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","RO","Romania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2017","UK","United Kingdom",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2018","AT","Austria",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2018","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2018","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2018","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2018","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2018","UK","United Kingdom",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","AT","Austria",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","LU","Luxembourg",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2019","UK","United Kingdom",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2020","AT","Austria",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2020","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2020","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2021","AT","Austria",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2021","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2021","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2021","MT","Malta",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2022","AT","Austria",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2022","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2022","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type (NWT) isolates percentage","%","2022","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","IE","Ireland",100.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","NO","Norway",81.538461530,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","RO","Romania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2017","UK","United Kingdom",86.238532110,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2018","AT","Austria",82.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2018","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2018","EE","Estonia",90.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2018","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2018","LT","Lithuania",75.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2018","UK","United Kingdom",91.164658630,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","AT","Austria",91.071428570,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","LU","Luxembourg",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2019","UK","United Kingdom",87.890625000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2020","AT","Austria",100.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2020","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2020","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2021","AT","Austria",91.304347820,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2021","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2021","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2021","MT","Malta",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2022","AT","Austria",97.368421050,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2022","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2022","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Non-wild type or I+R isolates percentage","%","2022","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","CY","Cyprus",0.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","EE","Estonia",8.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","IE","Ireland",40.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","IS","Iceland",4.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","LT","Lithuania",5.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","NO","Norway",65.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","RO","Romania",9.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2017","UK","United Kingdom",109.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2018","AT","Austria",50.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2018","CY","Cyprus",6.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2018","EE","Estonia",10.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2018","IS","Iceland",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2018","LT","Lithuania",16.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2018","UK","United Kingdom",249.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","AT","Austria",56.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","CY","Cyprus",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","EE","Estonia",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","IS","Iceland",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","LT","Lithuania",6.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","LU","Luxembourg",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2019","UK","United Kingdom",256.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2020","AT","Austria",14.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2020","CY","Cyprus",0.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2020","EE","Estonia",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2021","AT","Austria",23.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2021","EE","Estonia",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2021","LT","Lithuania",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2021","MT","Malta",1.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2022","AT","Austria",38.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2022","CY","Cyprus",0.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2022","EE","Estonia",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|All|Trimethoprim-sulfa","Total tested isolates","N","2022","LT","Lithuania",2.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","BE","Belgium",37.053571420,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","FR","France",37.647058820,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","IE","Ireland",53.846153840,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","NO","Norway",30.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","RO","Romania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2017","UK","United Kingdom",52.960526310,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","AT","Austria",78.125000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","BE","Belgium",60.975609750,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","FR","France",45.000000000,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","IE","Ireland",55.555555550,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","IS","Iceland",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2018","UK","United Kingdom",65.659340650,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","AT","Austria",58.333333330,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","BE","Belgium",46.268656710,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","CY","Cyprus",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","EE","Estonia",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","FR","France",42.946058090,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","IT","Italy",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","LT","Lithuania",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","LU","Luxembourg",-,""
"Shigellosis","Antimicrobial resistance|Sh. sonnei|Domestic and unknown|Ampicillin","Clinically resistant (R) isolates percentage","%","2019","UK","United Kingdom",59.876543200,""
